Date,Temp,Dew,Humidity,Precip,Precipprob,Precipcover,Windspeed,Winddir,Sealevelpressure,Cloudcover,Visibility,Solarradiation,Solarenergy,Uvindex,Moonphase,Index Production,Price,Export Number (in Tonnes),USD
2020-01-01,29.3,22.8,69.5,0.0,0,0.0,14.0,84.0,1013.0,37.8,9.7,277.3,24.0,9,0.17,123.15,3931.0,1213539.0,4.1795
2020-02-01,28.5,24.1,78.0,1.16,100,4.17,13.9,99.1,1013.8,44.3,9.7,243.7,21.1,9,0.22,115.001,2680.0,1082417.0,4.0885
2020-03-01,28.2,24.6,82.3,11.95,100,8.33,12.1,147.9,1012.5,39.5,9.5,252.2,21.9,9,0.26,113.805,2413.5,1184702.0,4.226
2020-04-01,28.5,24.7,80.7,0.35,100,4.17,14.1,172.3,1010.7,40.7,8.8,265.1,22.9,9,0.31,73.11,2472.5,1236478.0,4.3275
2020-05-01,28.5,23.9,77.2,0.0,0,0.0,13.5,179.2,1011.0,39.7,9.0,278.6,24.1,10,0.36,92.795,2096.5,1369351.0,4.326
2020-06-01,28.4,23.8,77.8,9.84,100,8.33,13.7,151.8,1011.5,40.2,9.6,275.5,23.8,10,0.4,127.097,2366.0,1706597.0,4.323
2020-07-01,28.8,23.8,76.2,0.0,0,0.0,17.7,202.1,1010.6,37.4,9.8,194.9,16.9,7,0.44,127.397,2396.0,1783284.0,4.2815
2020-08-01,29.0,24.7,78.4,0.35,100,4.17,12.8,121.4,1009.6,42.7,9.1,223.4,19.4,8,0.47,124.684,2719.5,1578075.0,4.2425
2020-09-01,27.9,24.3,82.7,34.71,100,8.33,14.6,115.9,1009.4,38.2,9.5,244.3,21.3,8,0.49,127.298,2885.5,1612155.0,4.1475
2020-10-01,27.4,24.3,84.4,7.42,100,8.33,13.0,139.2,1010.1,38.7,9.3,171.5,14.8,6,0.5,127.442,2914.0,1674304.0,4.148
2020-11-01,28.1,24.7,82.8,0.0,0,0.0,13.7,182.7,1010.1,35.7,9.1,174.4,15.1,6,0.51,123.727,3250.0,1303271.0,4.157
2020-12-01,28.0,24.7,82.7,1.27,100,8.33,17.3,181.6,1009.6,36.6,7.9,223.3,19.3,8,0.52,127.771,3501.5,1624692.0,4.078
2020-01-13,27.5,25.0,87.3,1.42,100,8.33,9.4,111.1,1009.0,37.2,8.5,251.8,21.7,9,0.55,123.15,3096.0,1213539.0,4.0645
2020-01-14,28.7,24.7,79.8,0.0,0,0.0,8.9,110.3,1009.6,36.3,8.5,253.5,21.7,9,0.59,123.15,3033.0,1213539.0,4.0615
2020-01-15,28.3,24.8,82.2,7.07,100,4.17,15.1,105.6,1010.2,38.1,8.8,259.5,22.6,9,0.64,123.15,3014.5,1213539.0,4.079
2020-01-16,28.3,25.5,86.0,1.77,100,4.17,16.4,126.7,1010.8,37.4,7.3,273.4,23.6,9,0.69,123.15,2985.0,1213539.0,4.0685
2020-01-17,28.3,25.2,84.3,0.0,0,0.0,12.3,151.2,1011.2,38.2,8.4,276.0,24.0,9,0.75,123.15,2971.5,1213539.0,4.0625
2020-01-18,28.1,24.9,83.8,0.0,0,0.0,17.9,162.4,1010.7,37.6,8.1,272.3,23.5,9,0.81,123.15,2971.5,1213539.0,4.0625
2020-01-19,28.0,25.3,86.5,67.2,100,8.33,19.2,145.3,1011.0,43.1,7.8,261.9,22.5,9,0.86,123.15,2971.5,1213539.0,4.0625
2020-01-20,29.0,25.1,80.9,0.0,0,0.0,12.5,159.3,1011.5,37.4,9.4,222.8,19.1,8,0.91,123.15,2963.0,1213539.0,4.0575
2020-01-21,29.2,25.4,80.3,0.0,0,0.0,11.8,142.4,1012.7,37.3,9.6,157.3,13.7,5,0.95,123.15,2931.5,1213539.0,4.069
2020-01-22,29.8,24.4,74.1,0.0,0,0.0,18.8,115.8,1012.2,37.6,9.6,282.1,24.4,10,0.98,123.15,2974.0,1213539.0,4.0735
2020-01-23,29.1,25.0,79.2,0.05,100,4.17,12.8,131.2,1011.4,39.0,9.5,288.2,24.9,10,0.99,123.15,2991.5,1213539.0,4.0655
2020-01-24,29.7,24.7,76.3,0.0,0,0.0,17.3,169.8,1010.9,35.9,9.5,246.2,21.2,8,1.0,123.15,2984.0,1213539.0,4.0645
2020-01-25,29.7,24.0,72.3,0.0,0,0.0,12.8,153.4,1010.4,38.0,9.6,278.6,23.9,9,0.0,123.15,2984.0,1213539.0,4.0645
2020-01-26,29.3,24.8,77.4,0.0,0,0.0,14.3,208.4,1009.7,37.9,9.6,229.4,19.8,9,0.01,123.15,2984.0,1213539.0,4.0645
2020-01-27,29.0,24.9,79.2,0.53,100,4.17,11.7,220.9,1009.8,38.0,9.7,241.9,20.9,8,0.03,123.15,2984.0,1213539.0,4.0645
2020-01-28,29.3,24.9,78.3,0.0,0,0.0,16.1,177.5,1010.2,37.6,9.9,184.0,15.9,6,0.06,123.15,2736.0,1213539.0,4.0835
2020-01-29,25.6,24.2,92.3,28.01,100,8.33,16.9,205.2,1012.4,40.1,7.5,154.5,13.3,5,0.09,123.15,2777.5,1213539.0,4.0785
2020-01-30,27.5,23.5,80.9,1.89,100,8.33,14.3,167.1,1011.0,39.6,9.4,197.2,16.9,6,0.13,123.15,2689.0,1213539.0,4.0885
2020-01-31,28.0,24.1,80.7,3.54,100,4.17,14.1,154.5,1010.9,37.9,9.6,197.7,17.0,7,0.18,123.15,2680.0,1213539.0,4.0885
2020-01-02,29.1,23.5,73.6,0.0,0,0.0,16.5,69.7,1010.7,38.3,9.0,269.1,23.1,9,0.22,123.15,3055.0,1213539.0,4.0865
2020-02-02,29.5,22.7,68.1,0.0,0,0.0,15.4,68.8,1011.8,38.7,10.0,290.4,25.0,10,0.27,115.001,2680.0,1082417.0,4.0885
2020-03-02,29.0,21.8,67.0,0.0,0,0.0,17.3,157.4,1012.1,37.4,9.8,289.0,24.8,10,0.32,113.805,2394.5,1184702.0,4.2015
2020-04-02,28.4,23.1,74.1,0.0,0,0.0,15.3,142.2,1011.2,37.7,10.0,291.5,25.0,10,0.37,73.11,2454.0,1236478.0,4.386
2020-05-02,28.5,23.1,74.3,7.07,100,4.17,14.1,134.7,1010.8,40.7,8.8,283.8,24.7,10,0.41,92.795,2096.5,1369351.0,4.326
2020-06-02,28.9,23.7,75.3,0.53,100,8.33,15.9,112.9,1011.1,38.3,7.8,277.4,24.0,9,0.45,127.097,2374.0,1706597.0,4.2915
2020-07-02,28.2,24.3,80.3,0.35,100,4.17,10.5,108.5,1011.6,37.8,7.8,250.7,21.8,9,0.48,127.397,2420.5,1783284.0,4.286
2020-08-02,28.3,23.5,77.0,0.35,100,4.17,10.7,151.4,1012.5,37.6,8.4,286.4,24.7,9,0.5,124.684,2719.5,1578075.0,4.2425
2020-09-02,27.7,24.1,82.0,0.0,0,0.0,15.9,236.5,1012.2,39.6,7.8,266.7,23.0,9,0.5,127.298,2885.5,1612155.0,4.1495
2020-10-02,27.2,23.5,81.6,15.29,100,4.17,11.6,106.7,1011.9,40.0,9.9,153.4,13.4,6,0.52,127.442,2841.0,1674304.0,4.1605
2020-11-02,28.5,23.6,75.7,0.0,0,0.0,13.8,82.1,1011.7,38.8,9.7,226.2,19.6,8,0.53,123.727,3209.5,1303271.0,4.155
2020-12-02,29.5,24.2,74.6,0.0,0,0.0,15.7,102.0,1012.0,37.5,10.2,256.5,22.3,9,0.57,127.771,3485.5,1624692.0,4.0715
2020-02-13,28.5,24.9,81.9,32.71,100,4.17,17.5,174.8,1011.3,37.4,9.5,281.9,24.2,10,0.62,115.001,2694.5,1082417.0,4.139
2020-02-14,28.0,25.7,87.9,20.68,100,4.17,20.1,108.0,1010.3,38.9,8.2,204.0,17.6,7,0.67,115.001,2683.0,1082417.0,4.141
2020-02-15,27.6,25.0,86.2,5.51,100,12.5,15.4,239.4,1011.9,39.4,9.3,164.1,14.1,7,0.73,115.001,2683.0,1082417.0,4.141
2020-02-16,27.9,24.9,84.6,2.5,100,4.17,17.7,195.6,1012.2,40.8,9.9,256.3,22.1,9,0.78,115.001,2683.0,1082417.0,4.141
2020-02-17,28.7,24.6,80.0,0.0,0,0.0,14.6,142.2,1012.3,37.2,8.9,248.3,21.6,8,0.84,115.001,2709.0,1082417.0,4.138
2020-02-18,26.4,23.8,86.1,3.51,100,4.17,14.6,126.2,1013.0,39.6,9.6,147.5,12.7,5,0.88,115.001,2708.5,1082417.0,4.1495
2020-02-19,28.2,23.0,74.6,0.0,0,0.0,12.1,145.6,1012.6,37.6,9.3,287.6,24.8,10,0.93,115.001,2694.5,1082417.0,4.1595
2020-02-20,29.1,22.9,71.5,0.0,0,0.0,14.0,118.6,1011.9,39.2,9.3,298.9,25.7,10,0.96,115.001,2649.0,1082417.0,4.1845
2020-02-21,29.2,22.6,69.9,0.0,0,0.0,14.8,122.3,1012.8,36.7,9.9,297.1,25.7,10,0.98,115.001,2667.0,1082417.0,4.1915
2020-02-22,29.5,21.7,63.7,0.0,0,0.0,13.3,57.4,1013.3,37.1,9.8,297.2,25.6,10,1.0,115.001,2667.0,1082417.0,4.1915
2020-02-23,29.5,21.7,63.9,0.0,0,0.0,19.0,104.3,1012.4,38.5,9.9,304.3,26.4,10,1.0,115.001,2667.0,1082417.0,4.1915
2020-02-24,29.6,22.5,67.2,0.0,0,0.0,14.6,104.1,1010.9,39.1,10.2,304.2,26.2,10,0.0,115.001,2645.0,1082417.0,4.2215
2020-02-25,29.5,23.3,71.0,6.19,100,4.17,14.1,78.4,1010.1,40.5,10.1,294.3,25.7,10,0.02,115.001,2545.0,1082417.0,4.225
2020-02-26,28.7,23.7,76.7,59.23,100,4.17,24.0,68.5,1010.0,39.6,9.4,303.2,25.8,10,0.04,115.001,2509.5,1082417.0,4.2395
2020-02-27,29.4,23.5,73.4,0.0,0,0.0,10.4,97.3,1009.7,37.4,8.6,293.5,25.4,10,0.06,115.001,2486.5,1082417.0,4.2225
2020-02-28,30.2,22.3,65.0,0.0,0,0.0,17.6,106.2,1009.2,39.7,9.8,305.1,26.4,10,0.1,115.001,2413.5,1082417.0,4.226
2020-02-29,30.1,23.4,69.6,0.0,0,0.0,17.3,116.2,1008.8,36.8,9.6,291.9,25.0,10,0.14,115.001,2413.5,1082417.0,4.226
2020-01-03,29.1,24.3,77.1,4.42,100,4.17,20.8,125.0,1009.6,38.2,8.7,291.4,25.1,10,0.18,123.15,3064.0,1213539.0,4.0995
2020-02-03,29.3,24.6,77.7,7.09,100,8.33,17.5,116.6,1009.4,37.5,9.4,305.0,26.2,10,0.23,115.001,2658.5,1082417.0,4.1155
2020-03-03,28.9,24.8,80.3,0.0,0,0.0,24.0,130.0,1009.9,39.9,8.1,280.8,24.3,10,0.28,113.805,2377.5,1184702.0,4.205
2020-04-03,30.2,24.7,74.0,0.0,0,0.0,14.3,135.8,1009.7,39.0,9.0,286.3,24.7,10,0.34,73.11,2366.0,1236478.0,4.36
2020-05-03,28.6,25.1,82.0,1.23,100,4.17,17.7,159.6,1010.8,38.8,9.1,174.8,15.2,6,0.38,92.795,2096.5,1369351.0,4.326
2020-06-03,27.6,24.4,83.2,4.51,100,4.17,17.3,183.1,1011.9,37.5,8.9,153.6,13.2,6,0.43,127.097,2389.5,1706597.0,4.262
2020-07-03,27.0,24.5,87.3,24.59,100,12.5,16.8,218.0,1012.5,38.2,8.9,169.8,14.7,6,0.46,127.397,2414.0,1783284.0,4.287
2020-08-03,27.8,25.2,87.0,6.0,100,4.17,18.8,151.7,1010.9,38.7,7.6,177.6,15.4,7,0.49,124.684,2822.5,1578075.0,4.2335
2020-09-03,29.5,25.5,80.5,0.0,0,0.0,16.1,187.9,1009.4,38.0,8.4,183.2,15.8,6,0.5,127.298,2936.5,1612155.0,4.1425
2020-10-03,30.6,25.8,77.2,0.0,0,0.0,17.7,238.9,1008.9,38.2,9.9,204.6,17.7,8,0.51,127.442,2841.0,1674304.0,4.1605
2020-11-03,29.4,25.5,80.7,34.41,100,4.17,24.8,224.0,1010.3,37.2,9.7,260.9,22.5,9,0.53,123.727,3304.0,1303271.0,4.1585
2020-12-03,28.5,25.4,84.4,14.64,100,4.17,15.9,118.8,1011.4,39.8,8.6,279.4,24.3,9,0.56,127.771,3502.0,1624692.0,4.0725
2020-03-13,29.2,25.5,81.3,0.1,100,4.17,17.7,161.9,1011.7,39.4,7.8,263.3,22.6,9,0.6,113.805,2307.0,1184702.0,4.295
2020-03-14,30.2,25.0,75.4,0.0,0,0.0,11.4,93.1,1009.9,40.9,8.9,250.3,21.6,9,0.65,113.805,2307.0,1184702.0,4.295
2020-03-15,29.0,24.3,77.4,15.38,100,4.17,16.6,82.1,1009.8,38.0,9.7,231.3,20.0,8,0.71,113.805,2307.0,1184702.0,4.295
2020-03-16,30.6,23.2,66.7,0.0,0,0.0,12.2,52.6,1010.6,39.4,9.8,216.8,18.8,7,0.76,113.805,2280.5,1184702.0,4.301
2020-03-17,30.5,21.8,62.3,0.0,0,0.0,13.2,115.4,1011.2,37.3,9.9,290.7,25.0,10,0.81,113.805,2322.5,1184702.0,4.33
2020-03-18,29.7,24.6,75.5,2.72,100,4.17,19.9,149.4,1010.6,39.4,10.0,199.7,17.1,7,0.86,113.805,2300.5,1184702.0,4.358
2020-03-19,28.7,24.8,79.7,8.84,100,4.17,12.8,115.6,1010.8,37.5,10.0,219.7,19.0,8,0.9,113.805,2264.5,1184702.0,4.4065
2020-03-20,29.6,23.9,73.5,0.0,0,0.0,17.1,118.4,1010.8,37.6,9.3,235.4,20.4,8,0.94,113.805,2311.0,1184702.0,4.4045
2020-03-21,27.8,24.6,83.8,12.07,100,4.17,16.1,143.3,1011.4,39.9,9.2,207.5,18.0,8,0.97,113.805,2311.0,1184702.0,4.4045
2020-03-22,28.3,24.9,82.7,0.0,0,0.0,15.9,128.0,1011.2,37.1,10.0,117.9,10.2,4,0.99,113.805,2311.0,1184702.0,4.4045
2020-03-23,27.7,24.9,85.4,5.4,100,4.17,17.3,110.0,1010.7,37.7,9.7,210.8,18.2,8,1.0,113.805,2316.0,1184702.0,4.445
2020-03-24,27.3,24.9,88.0,34.48,100,4.17,15.9,92.7,1009.1,38.1,8.7,145.4,12.4,5,0.0,113.805,2370.5,1184702.0,4.435
2020-03-25,29.7,24.5,76.2,0.0,0,0.0,12.3,140.9,1007.9,38.9,9.7,297.3,25.7,10,0.01,113.805,2429.5,1184702.0,4.394
2020-03-26,29.6,23.9,73.0,0.88,100,4.17,13.9,123.9,1009.2,38.9,10.0,294.2,25.3,10,0.02,113.805,2423.5,1184702.0,4.3625
2020-03-27,28.7,25.2,82.5,39.13,100,4.17,20.8,115.2,1010.3,40.4,9.3,204.0,17.7,7,0.04,113.805,2445.0,1184702.0,4.263
2020-03-28,28.7,25.5,83.6,1.28,100,4.17,17.3,116.9,1009.6,38.5,8.5,220.2,19.0,8,0.07,113.805,2445.0,1184702.0,4.263
2020-03-29,28.7,25.9,85.7,19.91,100,4.17,15.9,116.3,1008.5,38.6,8.7,263.7,22.8,9,0.11,113.805,2445.0,1184702.0,4.263
2020-03-30,28.8,25.4,82.9,8.33,100,12.5,13.9,182.3,1009.8,37.1,9.4,165.0,14.4,6,0.15,113.805,2482.0,1184702.0,4.3575
2020-03-31,28.7,25.2,82.5,11.49,100,4.17,19.0,168.8,1009.7,39.7,9.2,229.4,19.8,8,0.2,113.805,2392.5,1184702.0,4.3025
2020-01-04,29.5,24.7,77.4,0.0,0,0.0,19.2,160.7,1009.5,37.4,8.8,242.9,20.9,8,0.25,123.15,3064.0,1213539.0,4.0995
2020-02-04,29.1,25.4,81.3,11.52,100,4.17,17.5,153.5,1009.6,39.1,9.7,231.9,20.0,8,0.31,115.001,2696.0,1082417.0,4.117
2020-03-04,28.3,25.4,85.6,23.28,100,8.33,14.8,150.4,1010.5,42.8,9.5,231.5,20.1,8,0.36,113.805,2432.0,1184702.0,4.183
2020-04-04,28.1,25.5,86.4,4.79,100,8.33,14.6,129.3,1010.3,38.8,9.7,259.1,22.2,9,0.41,73.11,2366.0,1236478.0,4.36
2020-05-04,28.3,25.3,84.2,0.0,0,0.0,18.8,130.0,1010.7,38.2,9.9,233.8,20.0,8,0.45,92.795,2096.5,1369351.0,4.3385
2020-06-04,27.8,24.7,84.7,16.03,100,4.17,34.3,152.1,1010.8,38.5,9.9,193.6,16.7,6,0.48,127.097,2389.5,1706597.0,4.2745
2020-07-04,28.0,24.8,84.0,12.23,100,8.33,14.1,124.1,1010.4,39.4,9.0,206.2,17.8,7,0.5,127.397,2414.0,1783284.0,4.287
2020-08-04,28.6,25.6,84.1,2.65,100,4.17,21.2,115.8,1010.8,38.0,10.0,147.1,12.7,5,0.5,124.684,2855.0,1578075.0,4.2175
2020-09-04,29.8,25.5,79.0,0.05,100,4.17,12.5,147.1,1010.7,38.5,10.0,139.3,12.1,5,0.52,127.298,2916.5,1612155.0,4.1475
2020-10-04,30.1,25.1,76.0,0.88,100,4.17,15.9,116.9,1011.4,37.5,9.5,264.4,22.7,10,0.54,127.442,2841.0,1674304.0,4.1605
2020-11-04,29.8,25.1,77.1,0.0,0,0.0,14.1,130.7,1011.4,39.1,9.9,203.7,17.7,7,0.58,123.727,3354.0,1303271.0,4.1635
2020-12-04,29.6,25.6,80.4,16.8,100,4.17,15.5,148.1,1010.0,37.7,9.7,223.1,19.2,7,0.63,127.771,3601.0,1624692.0,4.064
2020-04-13,28.8,25.4,82.9,0.35,100,4.17,17.1,153.7,1009.7,38.6,9.5,96.2,8.3,3,0.68,73.11,2326.0,1236478.0,4.3225
2020-04-14,29.7,25.7,80.1,0.0,0,0.0,16.1,99.5,1010.1,37.8,9.6,201.4,17.4,7,0.73,73.11,2284.5,1236478.0,4.323
2020-04-15,29.6,25.7,81.0,6.19,100,4.17,17.1,162.3,1010.5,39.1,8.9,153.4,13.2,6,0.78,73.11,2322.0,1236478.0,4.33
2020-04-16,28.5,25.4,84.0,22.98,100,8.33,19.2,137.6,1009.8,37.9,9.2,232.2,20.1,8,0.83,73.11,2290.0,1236478.0,4.374
2020-04-17,29.4,25.0,78.3,0.0,0,0.0,11.9,112.8,1010.3,38.4,9.5,212.6,18.4,7,0.88,73.11,2291.5,1236478.0,4.365
2020-04-18,28.9,25.5,83.0,24.75,100,4.17,17.5,107.1,1010.8,38.9,9.4,205.6,17.8,7,0.91,73.11,2291.5,1236478.0,4.365
2020-04-19,29.4,25.5,81.2,1.63,100,8.33,15.7,138.2,1010.1,39.8,9.0,275.6,23.9,9,0.95,73.11,2291.5,1236478.0,4.365
2020-04-20,29.5,26.0,82.7,6.42,100,4.17,16.1,130.3,1009.7,39.4,8.8,224.9,19.5,8,0.97,73.11,2308.5,1236478.0,4.388
2020-04-21,28.4,25.5,85.7,23.57,100,4.17,28.2,109.9,1009.4,37.7,9.6,149.9,12.8,5,0.99,73.11,2171.0,1236478.0,4.3922
2020-04-22,27.4,25.2,88.9,76.14,100,8.33,15.9,152.8,1009.3,39.6,8.7,174.1,15.2,7,1.0,73.11,2131.0,1236478.0,4.395
2020-04-23,26.4,24.5,90.6,44.55,100,12.5,15.5,104.4,1009.6,39.6,8.6,142.4,12.2,5,0.0,73.11,2131.5,1236478.0,4.365
2020-04-24,27.4,25.0,87.8,15.94,100,8.33,20.4,178.7,1009.6,38.5,9.7,220.4,19.2,8,0.01,73.11,2162.0,1236478.0,4.365
2020-04-25,27.3,25.0,88.1,11.25,100,8.33,22.8,106.2,1009.4,38.5,9.4,240.8,20.8,8,0.03,73.11,2162.0,1236478.0,4.365
2020-04-26,27.1,25.3,90.3,29.43,100,8.33,15.5,136.0,1010.6,39.3,9.1,190.5,16.2,6,0.05,73.11,2162.0,1236478.0,4.365
2020-04-27,27.8,25.2,86.6,16.3,100,8.33,15.5,152.7,1010.9,39.0,10.1,187.3,16.4,7,0.09,73.11,2049.0,1236478.0,4.354
2020-04-28,27.5,25.3,88.2,1.54,100,12.5,13.7,174.4,1010.6,39.1,9.1,122.6,10.5,4,0.13,73.11,2046.5,1236478.0,4.3705
2020-04-29,28.3,25.3,85.5,15.03,100,4.17,19.0,126.2,1009.6,39.1,9.8,171.4,14.8,6,0.18,73.11,2058.0,1236478.0,4.36
2020-04-30,27.6,25.6,89.2,12.58,100,8.33,15.7,100.1,1010.3,39.3,9.8,166.6,14.5,6,0.23,73.11,2096.5,1236478.0,4.326
2020-01-05,27.2,25.5,91.0,0.67,100,12.5,7.8,175.2,1009.7,37.8,9.8,97.4,8.6,3,0.28,123.15,3064.0,1213539.0,4.0995
2020-02-05,29.3,25.4,81.0,0.0,0,0.0,17.5,160.4,1008.6,37.8,10.0,154.9,13.4,5,0.34,115.001,2790.5,1082417.0,4.121
2020-03-05,28.8,25.6,83.4,2.2,100,4.17,21.9,157.3,1008.8,37.8,10.0,105.8,9.1,4,0.39,113.805,2517.0,1184702.0,4.1655
2020-04-05,29.9,25.4,77.9,0.0,0,0.0,16.4,205.3,1009.5,37.5,10.2,135.6,11.8,4,0.44,73.11,2366.0,1236478.0,4.36
2020-05-05,30.5,25.9,77.3,0.0,0,0.0,17.5,266.5,1009.0,37.6,10.1,196.2,17.0,7,0.47,92.795,2037.0,1369351.0,4.31
2020-06-05,29.8,26.6,83.5,0.0,0,0.0,17.5,238.8,1008.6,40.6,10.0,202.6,17.6,7,0.49,127.097,2379.5,1706597.0,4.267
2020-07-05,29.2,27.2,89.0,3.54,100,4.17,14.1,124.7,1008.2,37.8,9.6,168.7,14.5,6,0.5,127.397,2414.0,1783284.0,4.287
2020-08-05,29.6,26.9,86.2,0.0,0,0.0,10.5,123.9,1008.0,37.8,9.7,144.0,12.3,5,0.51,124.684,2847.0,1578075.0,4.2005
2020-09-05,29.6,26.7,84.6,0.12,100,4.17,16.1,134.7,1008.4,37.9,10.1,165.7,14.3,6,0.53,127.298,2916.5,1612155.0,4.1475
2020-10-05,29.2,26.6,86.5,8.23,100,8.33,16.1,110.1,1008.4,38.2,9.9,150.9,13.0,5,0.56,127.442,2857.5,1674304.0,4.1595
2020-11-05,30.4,26.7,81.2,0.0,0,0.0,17.7,158.4,1008.3,37.7,10.0,98.9,8.5,3,0.61,123.727,3357.0,1303271.0,4.1525
2020-12-05,29.9,26.6,83.0,0.0,0,0.0,17.1,127.3,1008.4,39.0,9.7,114.1,9.9,4,0.65,127.771,3601.0,1624692.0,4.064
2020-05-13,28.5,25.1,82.7,1.22,100,8.33,13.7,140.2,1009.1,37.4,10.1,119.2,10.3,4,0.7,92.795,2037.0,1369351.0,4.337
2020-05-14,29.9,24.3,74.2,0.53,100,4.17,22.8,91.6,1008.1,37.7,10.1,162.1,14.0,6,0.75,92.795,2030.5,1369351.0,4.335
2020-05-15,30.1,25.7,78.6,5.33,100,4.17,16.9,125.7,1006.5,39.2,9.9,162.0,13.9,5,0.8,92.795,2081.0,1369351.0,4.3455
2020-05-16,29.5,25.3,79.2,47.81,100,4.17,17.3,106.8,1006.2,38.7,9.2,116.6,10.1,4,0.85,92.795,2081.0,1369351.0,4.3455
2020-05-17,27.9,25.3,87.0,40.44,100,8.33,17.5,236.8,1008.1,39.5,8.9,103.3,8.9,4,0.89,92.795,2081.0,1369351.0,4.3455
2020-05-18,29.7,25.1,78.0,0.0,0,0.0,17.3,131.9,1007.0,37.6,9.8,246.6,21.2,8,0.93,92.795,2138.5,1369351.0,4.355
2020-05-19,30.9,25.4,73.9,0.0,0,0.0,15.7,105.1,1006.9,39.3,10.1,207.8,17.8,7,0.96,92.795,2183.0,1369351.0,4.3495
2020-05-20,29.7,25.6,79.4,0.62,100,8.33,17.1,141.5,1008.3,37.7,9.8,98.5,8.7,3,0.98,92.795,2182.0,1369351.0,4.356
2020-05-21,29.4,24.6,77.1,0.0,0,0.0,19.6,274.8,1009.0,38.0,10.1,179.2,15.7,7,1.0,92.795,2191.0,1369351.0,4.3525
2020-05-22,28.7,24.9,81.6,6.87,100,4.17,23.8,145.6,1009.3,39.0,9.6,130.8,11.3,6,1.0,92.795,2208.0,1369351.0,4.362
2020-05-23,28.8,25.5,82.8,1.77,100,4.17,17.1,183.1,1009.6,38.1,9.6,153.2,13.1,5,0.0,92.795,2208.0,1369351.0,4.362
2020-05-24,28.4,25.2,83.8,2.15,100,4.17,12.5,148.8,1010.7,38.4,8.2,207.5,17.8,8,0.02,92.795,2208.0,1369351.0,4.362
2020-05-25,29.9,25.2,77.0,0.0,0,0.0,10.7,178.8,1011.0,38.9,9.6,202.6,17.4,7,0.04,92.795,2208.0,1369351.0,4.362
2020-05-26,28.4,25.0,82.7,7.23,100,4.17,16.1,144.3,1011.8,39.0,9.1,145.9,12.5,5,0.07,92.795,2208.0,1369351.0,4.362
2020-05-27,29.5,25.2,79.1,1.77,100,4.17,12.8,187.6,1011.2,39.1,9.9,158.5,13.6,6,0.11,92.795,2254.5,1369351.0,4.358
2020-05-28,29.1,25.9,83.8,0.71,100,8.33,16.1,129.8,1010.5,36.8,8.5,167.3,14.4,6,0.16,92.795,2273.0,1369351.0,4.36
2020-05-29,28.3,25.5,85.0,3.72,100,8.33,13.3,172.2,1011.0,39.4,9.0,119.8,10.3,4,0.21,92.795,2283.0,1369351.0,4.3485
2020-05-30,28.3,25.3,85.1,23.19,100,8.33,13.9,116.6,1011.4,39.7,8.6,173.2,15.0,6,0.27,92.795,2283.0,1369351.0,4.3485
2020-05-31,27.8,25.2,86.1,4.65,100,8.33,17.5,180.9,1011.9,38.4,9.3,170.9,14.9,6,0.33,92.795,2283.0,1369351.0,4.3485
2020-01-06,28.5,24.7,80.9,0.0,0,0.0,20.8,159.1,1011.6,37.5,9.5,176.3,15.3,6,0.38,123.15,3061.5,1213539.0,4.108
2020-02-06,29.2,24.8,78.4,0.0,0,0.0,14.1,149.2,1010.6,40.1,10.2,220.9,19.1,8,0.43,115.001,2873.5,1082417.0,4.1215
2020-03-06,29.2,24.9,79.0,0.53,100,4.17,17.7,152.1,1009.7,37.3,9.7,246.6,21.5,9,0.46,113.805,2491.0,1184702.0,4.1875
2020-04-06,26.9,25.0,89.5,41.13,100,8.33,12.5,156.5,1010.5,37.8,8.5,121.0,10.4,4,0.49,73.11,2334.5,1236478.0,4.375
2020-05-06,27.3,24.4,85.0,1.12,100,4.17,16.1,137.0,1011.2,37.9,9.6,158.3,13.7,6,0.5,92.795,2025.5,1369351.0,4.311
2020-06-06,27.7,23.1,77.2,1.28,100,4.17,14.1,113.7,1010.5,37.5,10.1,181.4,15.8,7,0.51,127.097,2379.5,1706597.0,4.267
2020-07-06,29.3,24.4,76.2,0.0,0,0.0,14.1,135.0,1009.3,37.6,9.5,183.5,15.7,6,0.52,127.397,2422.5,1783284.0,4.284
2020-08-06,29.8,24.6,75.0,0.0,0,0.0,13.9,228.6,1009.1,37.5,9.9,191.1,16.5,7,0.54,124.684,2852.0,1578075.0,4.1875
2020-09-06,30.1,24.7,74.2,0.0,0,0.0,17.3,149.3,1008.8,37.5,9.3,207.9,18.1,7,0.58,127.298,2916.5,1612155.0,4.1475
2020-10-06,29.9,24.3,72.4,0.0,0,0.0,16.1,114.1,1008.8,37.5,10.1,132.2,11.5,5,0.63,127.442,2906.0,1674304.0,4.15
2020-11-06,29.5,24.6,76.4,0.35,100,4.17,18.6,103.5,1008.0,37.8,9.9,140.0,12.3,5,0.67,123.727,3424.0,1303271.0,4.143
2020-12-06,27.1,24.6,87.3,74.26,100,8.33,21.7,164.8,1008.2,38.3,8.6,159.3,13.8,5,0.72,127.771,3601.0,1624692.0,4.064
2020-06-13,26.7,24.6,88.3,4.45,100,8.33,11.0,115.8,1008.4,38.1,10.0,205.7,17.6,7,0.77,127.097,2387.0,1706597.0,4.266
2020-06-14,28.8,23.9,76.8,0.0,0,0.0,17.5,114.3,1009.2,38.9,9.9,206.5,17.8,7,0.81,127.097,2387.0,1706597.0,4.266
